D2006285000100001000000000004530243005200601250520062378                REFERENTE A FORNECIMENTO DE LANCHES.                                                                                    D-1      2    3008200730052006                                                                                                                                                                          
D2006285000100002000000000007980002203200601060320065430                REFERENTE A LOCAÇÃO DE EQUIPAMENTOS.                                                                                    SERVIÇOS UNICO1711200722032006                                                                                                                                                                          
M2006285019000013JANEIRO/06          000220000000000280671029082006000000000000000000020062850190000130010012                                                                                                         
M2006285019000014PREFEITURA DE POSSE 000110000000000280671023112006200628501900001400100000000000000000000000                                                                                                         
M2006285019000018006/06 - RESTANTE   000110000000000006666703052007200628501900001800100000000000000000000000                                                                                                         
M2006285019000018007/06 - RESTANTE   000110000000000020000003052007200628501900001800100000000000000000000000                                                                                                         
M2006285019000018008/06 - RESTANTE   000110000000000020000003052007200628501900001800100000000000000000000000                                                                                                         
M2006285019000018009/06 - RESTANTE   000110000000000020000003052007200628501900001800100000000000000000000000                                                                                                         
M2006285019000018010/06 - RESTANTE   000110000000000020000003052007200628501900001800100000000000000000000000                                                                                                         
M2006285019000018011/06 - RESTANTE   000110000000000020000003052007200628501900001800100000000000000000000000                                                                                                         
M2006285019000021JUN/06              000110000000000218971020102006200628501900002100100000000000000000000000                                                                                                         
M2006285019000021JUN/06              000510000000000218971029112006200628501900002100300000000000000000000000                                                                                                         
M2006285019000021JUN/06              000310000000000218971024112006200628501900002100200000000000000000000000                                                                                                         
M2006285019000021JUN/06              000440000000000218971027112006000000000000000000020062850190000210020011                                                                                                         
M2006285019000021JUN/06              000240000000000218971024112006000000000000000000020062850190000210010011                                                                                                         
M2006285019000022JAN/06              000110000000000188971023112006200628501900002200100000000000000000000000                                                                                                         
M2006285019000023JANEIRO DE 2006     000110000000000401971023112006200628501900002300100000000000000000000000                                                                                                         
M2006285019000024JANEIRO/2006        000110000000000188971020102006200628501900002400100000000000000000000000                                                                                                         
M2006285019000025JANEIRO/2006        000170000000000188971014042009000000000000000000000000000000000000000000                                                                                                         
M2006285019000026JANEIRO DE 2006     000170000000000188971014042009000000000000000000000000000000000000000000                                                                                                         
M2006285019000027JANEIRO/2006        000170000000000377942023122014000000000000000000000000000000000000000000                                                                                                         
M2006285019000028JANEIRO/2006        000170000000000188971020102006000000000000000000000000000000000000000000                                                                                                         
M2006285019000029JANEIRO/06          000110000000000188971020102006200628501900002900100000000000000000000000                                                                                                         
M2006285019000030JAN 2006            000110000000000315051029112006200628501900003000100000000000000000000000                                                                                                         
M2006285019000030JAN 2006            000240000000000315051029122006000000000000000000020062850190000300010011                                                                                                         
M2006285019000030JAN 2006            000370000000000315051007042009000000000000000000000000000000000000000000                                                                                                         
M2006285019000031JANEIRO DE 2006     000110000000000301042020102006200628501900003100100000000000000000000000                                                                                                         
M2006285019000032JANEIRO/2006        000110000000000188971023112006200628501900003200100000000000000000000000                                                                                                         
M2006285019000033JANEIRO/06          000170000000000755884007042009000000000000000000000000000000000000000000                                                                                                         
M2006285019000034JANEIRO DE 2006     000170000000000188971014042009000000000000000000000000000000000000000000                                                                                                         
M2006285019000035JANEIRO/06          000170000000000188971007042009000000000000000000000000000000000000000000                                                                                                         
M2006285019000036JAN 06              000170000000000188971007042009000000000000000000000000000000000000000000                                                                                                         
M2006285019000037JANEIRO/2006        000170000000000188971014042009000000000000000000000000000000000000000000                                                                                                         
M2006285019000038JANEIRO/2006        000170000000000280671014042009000000000000000000000000000000000000000000                                                                                                         
M2006285019000039JANEIRO/06          000110000000000188971020102006200628501900003900100000000000000000000000                                                                                                         
M2006285019000040JAN 2006            000170000000000188971007042009000000000000000000000000000000000000000000                                                                                                         
M2006285019000041JANEIRO DE 2006     000110000000000188971020102006200628501900004100100000000000000000000000                                                                                                         
M2006285019000042JANEIRO/06          000170000000000188971007042009000000000000000000000000000000000000000000                                                                                                         
M2006285019000043JAN 2006            000110000000000218971020102006200628501900004300100000000000000000000000                                                                                                         
M2006285019000044DIARIAS             000110000000000001500028112006200628501900004400100000000000000000000000                                                                                                         
M200628501910000267969               000110000000003996007402032007200628501910000200100000000000000000000000                                                                                                         
M200628501910000267970               000110000000001550392602032007200628501910000200100000000000000000000000                                                                                                         
M2006285020000001DIÁRIASLIQ01        000110000000000013800028072006200628502000000100100000000000000000000000                                                                                                         
M2006285020900001ABRIL/06            000110000000000390489911052006200628502090000100500000000000000000000000                                                                                                         
M2006285020900001AGOSTO/2006         000110000000000405576222092006200628502090000101000000000000000000000000                                                                                                         
M2006285020900001FEVEREIRO/06        000110000000000395576627032006200628502090000100200000000000000000000000                                                                                                         
M2006285020900001FEVEREIRO/06        000310000000000005386105042006200628502090000100300000000000000000000000                                                                                                         
M2006285020900001FEVEREIRO/06        000220000000000005386131032006000000000000000000020062850209000010020012                                                                                                         
M2006285020900001INSS - EMPREG.MAI/06000110000000000006870203072006200628502090000100600000000000000000000000                                                                                                         
M2006285020900001JANEIRO/06          000110000000000394667913032006200628502090000100100000000000000000000000                                                                                                         
M2006285020900001JULHO/06            000110000000000399076318082006200628502090000100900000000000000000000000                                                                                                         
M2006285020900001JUNHO/06-SVISA      000110000000000387618328072006200628502090000100800000000000000000000000                                                                                                         
M2006285020900001LIQ/SET/2006        000110000000000405124716102006200628502090000101100000000000000000000000                                                                                                         
M2006285020900001MAIO/06             000110000000000384002403072006200628502090000100600000000000000000000000                                                                                                         
M2006285020900001MAIO/06             000310000000000010000028072006200628502090000100700000000000000000000000                                                                                                         
M2006285020900001MAIO/06             000220000000000010000011072006000000000000000000020062850209000010060012                                                                                                         
M2006285020900001MARÇO/06 - SVISA    000110000000000394075720042006200628502090000100400000000000000000000000                                                                                                         
M2006285020900001OUT A DEZ/06        000110000000000405124422112006200628502090000101200000000000000000000000                                                                                                         
M2006285020900001OUT A DEZ/06        000310000000000012500029112006200628502090000101300000000000000000000000                                                                                                         
M2006285020900001OUT A DEZ/06        000410000000000404266721122006200628502090000101400000000000000000000000                                                                                                         
M2006285020900001OUT A DEZ/06        000510000000000005900523012007200628502090000101500000000000000000000000                                                                                                         
M2006285020900001OUT A DEZ/06        000220000000000012500028112006000000000000000000020062850209000010120012                                                                                                         
M2006285020900001OUT A DEZ/06        000670000000000312149702102009000000000000000000000000000000000000000000                                                                                                         
M2006285020900002INSS PATRONAL OUT/06000110000000000012600022112006200628502090000200200000000000000000000000                                                                                                         
M2006285020900002INSS PATRONAL SET/06000110000000000012600027112006200628502090000200300000000000000000000000                                                                                                         
M2006285020900002INSS SVISA DEZ/06   000110000000000012726023012007200628502090000200400000000000000000000000                                                                                                         
M2006285020900002INSS-PATRONAL       000210000000000014280003072006200628502090000200100000000000000000000000                                                                                                         
M2006285020900002INSS-PATRONAL       000340000000000014280010072006000000000000000000020062850209000020010011                                                                                                         
M2006285020900002INSS-PATRONAL       000170000000000000142821062006000000000000000000000000000000000000000000                                                                                                         
M2006285020900002INSS-PATRONAL       000470000000000014280002102009000000000000000000000000000000000000000000                                                                                                         
M2006285020900003INSS EMPR. SET/2006 000170000000000006677410102006000000000000000000000000000000000000000000                                                                                                         
M2006285020900003INSS EMPREGADO DEZ/6000110000000000006601323012007200628502090000300800000000000000000000000                                                                                                         
M2006285020900003INSS SET/06         000110000000000006611316102006200628502090000300300000000000000000000000                                                                                                         
M2006285020900003INSS SET/06         000310000000000006611327112006200628502090000300500000000000000000000000                                                                                                         
M2006285020900003INSS SET/06         000240000000000006611326102006000000000000000000020062850209000030030011                                                                                                         
M2006285020900003INSS SVISA OUT/06   000110000000000006611722112006200628502090000300400000000000000000000000                                                                                                         
M2006285020900003INSS-EMPREGADO      000110000000000007823403072006200628502090000300100000000000000000000000                                                                                                         
M2006285020900003INSS-EMPREGADO      000240000000000007823410072006000000000000000000020062850209000030010011                                                                                                         
M2006285020900003INSS-EMPREGADO      000370000000000007823402102009000000000000000000000000000000000000000000                                                                                                         
M2006285020900003INSS/NOV/06 SVISA   000110000000000006611721122006200628502090000300700000000000000000000000                                                                                                         
M2006285020900003JUNHO/06 - INSS EMPR000110000000000006921728072006200628502090000300200000000000000000000000                                                                                                         
M2006285020900003JUNHO/06 - INSS EMPR000310000000000006921719122006200628502090000300600000000000000000000000                                                                                                         
M2006285020900003JUNHO/06 - INSS EMPR000240000000000006921704082006000000000000000000020062850209000030020011                                                                                                         
M2006285020900004IRRF - ABRIL/06     000110000000000001414011052006200628502090000400500000000000000000000000                                                                                                         
M2006285020900004IRRF - JULHO/06     000110000000000001414018082006200628502090000400800000000000000000000000                                                                                                         
M2006285020900004IRRF - JULHO/06     000310000000000001414015092006200628502090000400900000000000000000000000                                                                                                         
M2006285020900004IRRF - JULHO/06     000240000000000001414028082006000000000000000000020062850209000040080011                                                                                                         
M2006285020900004IRRF - MAIO/06      000110000000000001414003072006200628502090000400600000000000000000000000                                                                                                         
M2006285020900004IRRF - SVISA OUT/06 000110000000000006986022112006200628502090000401100000000000000000000000                                                                                                         
M2006285020900004IRRF DEZ/06         000110000000000004638223012007200628502090000401400000000000000000000000                                                                                                         
M2006285020900004IRRF NOV/06         000110000000000001414021122006200628502090000401300000000000000000000000                                                                                                         
M2006285020900004IRRF SET/2006       000110000000000001414016102006200628502090000401000000000000000000000000                                                                                                         
M2006285020900004IRRF-JUNHO/06       000110000000000000910028072006200628502090000400700000000000000000000000                                                                                                         
M2006285020900004IRRF-JUNHO/06       000310000000000000910019122006200628502090000401200000000000000000000000                                                                                                         
M2006285020900004IRRF-JUNHO/06       000240000000000000910004082006000000000000000000020062850209000040070011                                                                                                         
M2006285020900004IRRF-MARÇO/06 SVISA 000110000000000001413020042006200628502090000400400000000000000000000000                                                                                                         
M2006285020900004IRRF/ FEVEREIRO/06  000110000000000001412024032006200628502090000400200000000000000000000000                                                                                                         
M2006285020900004IRRF/JANEIRO/2006   000110000000000001615010032006200628502090000400100000000000000000000000                                                                                                         
M2006285020900004IRRF/JANEIRO/2006   000310000000000001615024032006200628502090000400300000000000000000000000                                                                                                         
M2006285020900004IRRF/JANEIRO/2006   000240000000000001615017032006000000000000000000020062850209000040010011                                                                                                         
M2006285020900004PAG. IRRF SET/2006  000170000000000001144010102006000000000000000000000000000000000000000000                                                                                                         
M2006285020900005LIQ SVISA DEZ/06    000110000000000423000023012007200628502090000500100000000000000000000000                                                                                                         
M2006285020900005LIQ SVISA DEZ/06    000240000000000423000024012007000000000000000000020062850209000050010011                                                                                                         
M2006285020900005LIQ SVISA DEZ/06    000370000000000423000024012007000000000000000000000000000000000000000000                                                                                                         
M2006285020900005LIQ. SVISA DEZ/06   000110000000000423000024012007200628502090000500200000000000000000000000                                                                                                         
M2006285020900005LIQ. SVISA DEZ/06   000310000000000006000005022007200628502090000500300000000000000000000000                                                                                                         
M2006285020900005LIQ. SVISA DEZ/06   000220000000000006000030012007000000000000000000020062850209000050020012                                                                                                         
M2006285021100001DIARIAS             000110000000000001600028112006200628502110000100100000000000000000000000                                                                                                         
M2006285021100002DIÁRIAS             000110000000000000400028112006200628502110000200100000000000000000000000                                                                                                         
M2006285021100003200500010015632     000110000000000007300027112006200628502110000300100000000000000000000000                                                                                                         
M2006285021100004200600010001910     000110000000000000400027112006200628502110000400100000000000000000000000                                                                                                         
M2006285021100005DIÁRIAS             000110000000000000600028112006200628502110000500100000000000000000000000                                                                                                         
M2006285021100006DIARIAS             000110000000000000400027112006200628502110000600100000000000000000000000                                                                                                         
M2006285021100008DIÁRIAS             000110000000000002800027112006200628502110000800100000000000000000000000                                                                                                         
M2006285021100009DIARIAS             000110000000000000800028112006200628502110000900100000000000000000000000                                                                                                         
M2006285021100009DIARIAS             000310000000000000800009042007200628502110000900200000000000000000000000                                                                                                         
M2006285021100009DIARIAS             000220000000000000800028122006000000000000000000020062850211000090010012                                                                                                         
M2006285021100010DIARIAS             000110000000000000400028112006200628502110001000100000000000000000000000                                                                                                         
M2006285021100011DIÁRIAS             000110000000000000800028112006200628502110001100100000000000000000000000                                                                                                         
M2006285021100012DIÁRIAS             000110000000000000400028112006200628502110001200100000000000000000000000                                                                                                         
M2006285021100013DIÁRIAS             000110000000000000600027112006200628502110001300100000000000000000000000                                                                                                         
M2006285021100014DIARIAS             000110000000000008000027112006200628502110001400100000000000000000000000                                                                                                         
M2006285021100015DIÁRIAS             000110000000000000400028112006200628502110001500100000000000000000000000                                                                                                         
M2006285021100016DIÁRIAS             000110000000000000600028112006200628502110001600100000000000000000000000                                                                                                         
M2006285021100017DIÁRIAS             000110000000000000400028112006200628502110001700100000000000000000000000                                                                                                         
M2006285021100018DIÁRIAS             000110000000000000400028112006200628502110001800100000000000000000000000                                                                                                         
M2006285021100019DIÁRIAS             000110000000000000300028112006200628502110001900100000000000000000000000                                                                                                         
M2006285021100020DIÁRIAS             000110000000000000400027112006200628502110002000100000000000000000000000                                                                                                         
M2006285021100021DIÁRIAS             000110000000000005600028112006200628502110002100100000000000000000000000                                                                                                         
M2006285021100022DIARIAS             000310000000000000900025022008200628502110002200200000000000000000000000                                                                                                         
M2006285021100022DIARIAS             000110000000000000900026042007200628502110002200100000000000000000000000                                                                                                         
M2006285021100022DIARIAS             000220000000000000900007052007000000000000000000020062850211000220010012                                                                                                         
M2006285021100023200600010011234     000110000000000002700028112006200628502110002300100000000000000000000000                                                                                                         
M2006285021100024200600010002262     000110000000000000400027112006200628502110002400100000000000000000000000                                                                                                         
M2006285021100025DIARIAS             000110000000000001000028112006200628502110002500100000000000000000000000                                                                                                         
M2006285021100026200600010009306     000110000000000000600027112006200628502110002600100000000000000000000000                                                                                                         
M2006285021100027200600010011266     000110000000000000600028112006200628502110002700100000000000000000000000                                                                                                         
M2006285021100028200600010009309     000110000000000000600028112006200628502110002800100000000000000000000000                                                                                                         
M2006285021100029200600010001082     000110000000000001000025022008200628502110002900100000000000000000000000                                                                                                         
M2006285021100030DIÁRIAS             000110000000000000600028112006200628502110003000100000000000000000000000                                                                                                         
M2006285021100030DIÁRIAS             000310000000000000600028022008200628502110003000200000000000000000000000                                                                                                         
M2006285021100030DIÁRIAS             000220000000000000600028122006000000000000000000020062850211000300010012                                                                                                         
M2006285021100031DIÁRIAS             000110000000000000200028112006200628502110003100100000000000000000000000                                                                                                         
M2006285021100032DIÁRIAS             000110000000000000400027112006200628502110003200100000000000000000000000                                                                                                         
M2006285021100033DIÁRIAS             000110000000000000400028112006200628502110003300100000000000000000000000                                                                                                         
M2006285021100034DIÁRIAS             000110000000000000600028112006200628502110003400100000000000000000000000                                                                                                         
M2006285021100035200600010009297     000110000000000000600028112006200628502110003500100000000000000000000000                                                                                                         
M2006285021100036200600010011248     000110000000000001000027112006200628502110003600100000000000000000000000                                                                                                         
M2006285021100037DIARIAS             000110000000000000600028022008200628502110003700100000000000000000000000                                                                                                         
M2006285021100038DIARIAS             000110000000000005400027112006200628502110003800100000000000000000000000                                                                                                         
M2006285021100039200600010011241     000110000000000001000028112006200628502110003900100000000000000000000000                                                                                                         
M2006285021100040200600010011259     000110000000000000800028112006200628502110004000100000000000000000000000                                                                                                         
M2006285021100041200600010009307     000110000000000000600028112006200628502110004100100000000000000000000000                                                                                                         
M2006285021100042DIARIAS             000110000000000002700028112006200628502110004200100000000000000000000000                                                                                                         
M2006285021100043DIARIAS             000110000000000000400028112006200628502110004300100000000000000000000000                                                                                                         
M2006285021100044200500010015453     000110000000000009000027112006200628502110004400100000000000000000000000                                                                                                         
M2006285021100045DIÁRIAS             000110000000000000600027112006200628502110004500100000000000000000000000                                                                                                         
M2006285021100046DIÁRIAS             000110000000000000400028112006200628502110004600100000000000000000000000                                                                                                         
M2006285021100047DIÁRIAS             000110000000000001000028112006200628502110004700100000000000000000000000                                                                                                         
M2006285021100048DIÁRIAS             000110000000000000600028112006200628502110004800100000000000000000000000                                                                                                         
M2006285021100049DIÁRIAS             000110000000000000400028112006200628502110004900100000000000000000000000                                                                                                         
M2006285021100050DIARIAS             000110000000000006300028112006200628502110005000100000000000000000000000                                                                                                         
M2006285021100051DIÁRIAS             000110000000000000400028112006200628502110005100100000000000000000000000                                                                                                         
M2006285021100052DIÁRIAS             000110000000000000600028112006200628502110005200100000000000000000000000                                                                                                         
M2006285021100053DIÁRIAS             000110000000000000800028112006200628502110005300100000000000000000000000                                                                                                         
M2006285021100054DIÁRIAS             000110000000000000600017112006200628502110005400100000000000000000000000                                                                                                         
M2006285021100055DIÁRIAS             000110000000000000600028112006200628502110005500100000000000000000000000                                                                                                         
M2006285021200004DIARIAS             000170000000000000400025082006000000000000000000000000000000000000000000                                                                                                         
M2006285021200005DIARIAS             000170000000000000200022082006000000000000000000000000000000000000000000                                                                                                         
M2006285021200006DIARIAS             000170000000000000400024082006000000000000000000000000000000000000000000                                                                                                         
M2006285021200007DIARIAS             000110000000000000600011082006200628502120000700100000000000000000000000                                                                                                         
M2006285021200008DIARIAS             000170000000000000600028082006000000000000000000000000000000000000000000                                                                                                         
M2006285021200009DIARIAS             000170000000000000400020102006000000000000000000000000000000000000000000                                                                                                         
M2006285021200010DIARIAS             000170000000000000600025082006000000000000000000000000000000000000000000                                                                                                         
M2006285021200011DIARIAS             000110000000000001000031052007200628502120001100100000000000000000000000                                                                                                         
M2006285021200012DIARIAS             000170000000000000400005102006000000000000000000000000000000000000000000                                                                                                         
M2006285021200013DIARIAS             000170000000000007300004102006000000000000000000000000000000000000000000                                                                                                         
M2006285021200014DIARIAS             000170000000000006000017082006000000000000000000000000000000000000000000                                                                                                         
M2006285021200015DIARIAS             000110000000000000400004082006200628502120001500100000000000000000000000                                                                                                         
M2006285021200016DIARIAS             000110000000000000400011082006200628502120001600100000000000000000000000                                                                                                         
M2006285021200017DIARIAS             000170000000000000400006092006000000000000000000000000000000000000000000                                                                                                         
M2006285021200018DIARIAS             000170000000000000400019102006000000000000000000000000000000000000000000                                                                                                         
M2006285021200019DIARIAS             000170000000000000200020102006000000000000000000000000000000000000000000                                                                                                         
M2006285021200020DIARIAS             000110000000000000600004082006200628502120002000100000000000000000000000                                                                                                         
M2006285021200021DIARIAS             000170000000000000400028082006000000000000000000000000000000000000000000                                                                                                         
M2006285021200022DIARIAS             000170000000000000400025092006000000000000000000000000000000000000000000                                                                                                         
M2006285021200023DIARIAS             000110000000000002800026042006200628502120002300100000000000000000000000                                                                                                         
M2006285021200023DIARIAS             000220000000000001400020092006000000000000000000020062850212000230010012                                                                                                         
M2006285021200023DIARIAS             000370000000000001400025032009000000000000000000000000000000000000000000                                                                                                         
M2006285021200024DIARIAS             000170000000000000600030082006000000000000000000000000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ.01       000110000000000004500009082006200628502120002500500000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ.02       000110000000000000400008082006200628502120002500300000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ.03       000110000000000000600008082006200628502120002500200000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ.04       000110000000000000400008082006200628502120002500400000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ.05       000110000000000000600008082006200628502120002500100000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ.06       000110000000000001800011082006200628502120002500600000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ.19       000110000000000001000030112006200628502120002502000000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ08        000110000000000000400009102006200628502120002500700000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ08        000310000000000000400009112006200628502120002501100000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ08        000510000000000000400030112006200628502120002502100000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ08        000440000000000000400017112006000000000000000000020062850212000250110011                                                                                                         
M2006285021200025DIÁRIASLIQ08        000240000000000000400019102006000000000000000000020062850212000250070011                                                                                                         
M2006285021200025DIÁRIASLIQ09        000110000000000000400030112006200628502120002501800000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ10        000110000000000000400010102006200628502120002500800000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ10        000310000000000000400009112006200628502120002501000000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ10        000240000000000000400020102006000000000000000000020062850212000250080011                                                                                                         
M2006285021200025DIÁRIASLIQ11        000110000000000000400030112006200628502120002501500000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ12        000110000000000000400030112006200628502120002501300000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ13        000110000000000000400030112006200628502120002501200000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ14        000110000000000000400030112006200628502120002501700000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ15        000110000000000000400030112006200628502120002501600000000000000000000000                                                                                                         
M2006285021200025DIÁRIASLIQ16        000110000000000000400010102006200628502120002500900000000000000000000000                                                                                                         
